player_id,username,email,nickname,level,total_games,wins,losses,current_rating,created_at,timezone,premium_status
277,hanseunghyeon,hyeonjun48@example.org,우진,8,166,79,236,1959,2023-07-28,Europe/Berlin,False
278,jieun10,phan@example.org,예은,44,229,331,137,2282,2024-01-13,Asia/Samarkand,True
279,qi,hyeonjubag@example.org,준영,15,326,340,266,1762,2024-11-02,Asia/Seoul,False
280,qsim,yeongsuggim@example.com,상호,16,860,314,99,1229,2024-04-03,Europe/Paris,False
281,sujinbag,hwangjiweon@example.org,병철,70,284,173,233,1812,2023-10-09,Pacific/Palau,True
282,doyun11,boramnam@example.net,진호,99,559,127,240,967,2025-02-06,Africa/Bujumbura,False
283,yeongsu39,hson@example.net,정숙,3,784,418,151,2069,2023-07-29,America/Managua,False
284,miyeonggim,seungmini@example.com,상호,39,633,334,231,2357,2024-07-16,Europe/Bratislava,True
285,jinhogim,eunseogim@example.net,민서,29,291,328,151,1953,2024-01-03,Asia/Bishkek,True
286,ojunhyeog,songjuweon@example.com,은주,34,823,275,240,2179,2024-11-22,Indian/Maldives,False
287,coemijeong,gimjunseo@example.com,명숙,73,337,293,191,1117,2024-03-09,Australia/Adelaide,False
288,fgim,jiweon01@example.net,정훈,58,494,152,393,1514,2025-05-18,Europe/Warsaw,True
289,seoyejin,jijeongsug@example.com,영일,17,0,273,362,2439,2024-04-13,America/Asuncion,False
290,bhan,ceom@example.com,보람,97,628,200,253,2451,2023-08-03,Europe/Luxembourg,False
291,yeongceoli,juweon48@example.com,지현,32,231,228,80,2033,2024-12-14,Asia/Colombo,True
292,gbag,seonghun99@example.net,건우,15,17,214,233,1141,2023-09-12,Europe/Prague,True
293,hi,osunog@example.org,미정,88,621,83,151,2433,2025-04-05,Africa/Casablanca,False
294,gimjihyeon,xgim@example.com,미정,12,834,376,49,2292,2024-03-29,Europe/Oslo,False
295,eunji08,jeongungyun@example.com,민준,100,707,73,428,1692,2024-10-26,Asia/Bangkok,True
296,jeonogsun,seonghyeongim@example.org,보람,73,116,213,86,2158,2024-09-29,Pacific/Majuro,True
297,gimyeongsig,vryu@example.com,옥순,67,289,260,15,1971,2024-02-14,Pacific/Efate,True
298,yeongsuggim,gimjongsu@example.org,진우,7,518,297,281,1661,2023-10-16,Europe/Vaduz,False
299,abag,jiyeongi@example.net,예원,95,811,451,184,1345,2024-09-13,Europe/Vaduz,True
300,seongminim,jgim@example.net,광수,59,806,240,46,1546,2023-11-22,Europe/Vienna,False
