profile_id,user_id,nickname,email,age,gender,location,height,education,religion,smoking,bio,search_radius,profile_image_url
118,118,정희,seohaeun@example.com,34,남성,청주시 청원구,158,대학원졸,기독교,비흡연자,Doloremque odit accusamus voluptatum vero. Illo recusandae cum repellendus dolor corporis inventore perspiciatis. Culpa voluptatum dicta adipisci.,"[40, 20, 20, 5]",https://example.com/profile_118.jpg
119,119,재호,minjunryu@example.org,32,여성,인제군,158,대졸,기독교,비흡연자,"Quis quas nihil quidem doloremque ipsam dicta.
Perferendis quibusdam repellendus accusantium quis. Veniam occaecati at.","[5, 5, 40, 5, 40, 30]",https://example.com/profile_119.jpg
120,120,현주,minsu51@example.net,23,여성,영월군,167,대졸,기타,비흡연자,Consequuntur excepturi voluptatibus dolorem nihil. Debitis rem temporibus amet laboriosam recusandae doloribus.,"[15, 40, 10, 5, 5]",https://example.com/profile_120.jpg
121,121,명숙,ngim@example.net,23,남성,횡성군,172,고졸,기독교,흡연자,Asperiores fugit dolores accusantium sunt. Ducimus nemo culpa. Nam totam autem quo quod.,"[15, 15]",https://example.com/profile_121.jpg
122,122,은서,gimhyeonji@example.com,20,여성,금산군,165,고졸,천주교,비흡연자,Laudantium incidunt impedit veritatis. Ab quasi et.,"[5, 30, 40, 30, 10, 10]",https://example.com/profile_122.jpg
123,123,병철,si@example.com,25,남성,성남시 수정구,154,고졸,무교,비흡연자,Quis eum consectetur autem laboriosam ipsa quo. Soluta similique voluptas eos ut veritatis voluptate.,"[40, 10]",https://example.com/profile_123.jpg
124,124,채원,jisangho@example.com,32,남성,태안군,171,대졸,천주교,비흡연자,Reiciendis enim in similique amet explicabo amet. Veritatis odio necessitatibus. Veniam veritatis aut odit.,"[5, 30]",https://example.com/profile_124.jpg
125,125,영호,rjeon@example.com,37,남성,성남시 수정구,155,대학원졸,기독교,흡연자,Fugiat natus blanditiis recusandae harum cumque. Ad aliquam asperiores voluptate impedit nemo rerum.,[10],https://example.com/profile_125.jpg
126,126,재호,seongjincoe@example.org,33,여성,여주시,153,고졸,기타,비흡연자,Itaque quis molestias quibusdam. Quod repudiandae asperiores vel exercitationem.,"[5, 10]",https://example.com/profile_126.jpg
127,127,은경,yeonghyigim@example.net,23,남성,부천시 소사구,181,고졸,기타,비흡연자,"Suscipit dolore animi soluta.
Rem odit rem architecto libero. Id doloremque beatae possimus.","[20, 5, 15, 20, 40]",https://example.com/profile_127.jpg
128,128,성호,hyejin49@example.net,39,여성,안산시 단원구,167,대졸,불교,흡연자,Quis architecto occaecati reiciendis numquam ab esse. Quo iusto quis provident.,"[10, 30, 30]",https://example.com/profile_128.jpg
129,129,민지,seongmingim@example.org,25,남성,청양군,153,대학원졸,무교,비흡연자,Vero assumenda est id sunt. Minus beatae fuga asperiores. Corporis eos beatae necessitatibus.,"[20, 5, 30]",https://example.com/profile_129.jpg
130,130,영환,yeongmi65@example.net,39,남성,고양시 덕양구,170,고졸,천주교,비흡연자,Doloremque reiciendis voluptatum atque. Aperiam at maiores exercitationem. Quo cumque alias perferendis natus quidem.,"[40, 5]",https://example.com/profile_130.jpg
131,131,서영,junhobag@example.net,30,남성,군포시,188,고졸,기독교,비흡연자,Debitis ipsam illum assumenda eius minus voluptas. Autem officia consequuntur minima. Soluta necessitatibus hic maiores. Facere quia eum esse autem.,[40],https://example.com/profile_131.jpg
132,132,성훈,jeonghunsong@example.net,35,남성,안성시,168,대학원졸,기독교,흡연자,Hic vel sit vitae est quis provident. Hic tenetur voluptas doloribus. Quas rerum amet fugiat quaerat repellat.,"[20, 20, 30]",https://example.com/profile_132.jpg
133,133,정숙,seunghyeoni@example.org,25,여성,연천군,186,고졸,천주교,비흡연자,Iste nesciunt amet eos illum. Veritatis accusamus tenetur aspernatur sapiente explicabo rem eos. Eum tempore impedit voluptatum.,"[10, 10, 10]",https://example.com/profile_133.jpg
134,134,도현,pgim@example.com,38,남성,양양군,179,대졸,무교,비흡연자,Eos rerum enim nulla quidem harum eos iste. Officiis ea in delectus culpa quasi accusamus. Perspiciatis eaque esse magni mollitia.,"[40, 15, 30]",https://example.com/profile_134.jpg
135,135,옥자,zan@example.net,20,남성,춘천시,171,대학원졸,기독교,흡연자,Voluptatum adipisci consequuntur sapiente. Quidem molestiae vel vero doloribus. Eum animi perspiciatis repudiandae aliquid neque.,"[5, 10, 30, 15, 30, 10]",https://example.com/profile_135.jpg
136,136,민준,jiweonbag@example.org,22,여성,괴산군,170,대졸,기타,비흡연자,Vel omnis dolore necessitatibus sapiente. Soluta consequatur assumenda minus qui.,"[15, 15, 5, 10, 30]",https://example.com/profile_136.jpg
137,137,상현,sunja51@example.net,33,여성,시흥시,190,고졸,불교,흡연자,Occaecati provident voluptas provident.,"[15, 10]",https://example.com/profile_137.jpg
138,138,민지,cunja84@example.org,36,여성,횡성군,189,고졸,불교,비흡연자,Labore ullam ex dolorum. Necessitatibus veniam dignissimos in.,"[20, 20, 30, 5, 30]",https://example.com/profile_138.jpg
139,139,현주,jgim@example.org,30,여성,충주시,155,대졸,불교,비흡연자,Libero ullam laboriosam molestiae quam laudantium. Id cumque cumque minus occaecati labore facere. Cumque quam facere recusandae accusamus.,"[30, 30, 30, 10, 20, 5]",https://example.com/profile_139.jpg
140,140,옥자,sangho91@example.net,29,여성,안양시 만안구,155,대졸,기타,흡연자,Culpa illo quia. Vero cum temporibus maxime nemo quasi deserunt.,"[10, 20]",https://example.com/profile_140.jpg
141,141,성호,songyeongsu@example.org,38,남성,횡성군,151,대학원졸,기독교,흡연자,Magnam molestias molestiae est fugit. Ipsam odit blanditiis hic vitae. Aliquid eveniet voluptates dicta quas nesciunt.,"[40, 15, 40]",https://example.com/profile_141.jpg
142,142,성진,yujin01@example.com,35,남성,계룡시,168,대학원졸,천주교,비흡연자,Libero accusamus cupiditate neque dolor consectetur. Animi commodi veniam minima laboriosam maiores.,"[40, 20, 15]",https://example.com/profile_142.jpg
143,143,지아,jeonghunsong@example.net,37,여성,안양시 만안구,170,고졸,불교,비흡연자,Nostrum dicta repellat provident. Vitae voluptates enim dolorem quam est facere.,"[5, 5, 10, 40, 30]",https://example.com/profile_143.jpg
144,144,영순,yeongho27@example.net,24,여성,시흥시,158,대졸,무교,흡연자,Atque nostrum quae quam odit assumenda. Praesentium quos itaque modi excepturi nisi explicabo molestias.,"[5, 15, 10, 20, 20, 10]",https://example.com/profile_144.jpg
145,145,승현,pi@example.org,29,남성,보은군,185,고졸,기독교,흡연자,"Quas natus similique. Praesentium nulla ex assumenda animi. Libero id tenetur quas.
Soluta tenetur amet iure dolores. Repudiandae earum animi ullam.","[5, 30, 5, 20, 15]",https://example.com/profile_145.jpg
146,146,민지,siugim@example.net,24,남성,군포시,155,대학원졸,불교,흡연자,"Nemo illo eaque aspernatur alias ab.
Suscipit voluptatibus veritatis. Blanditiis itaque repudiandae cumque at dolore vel.","[10, 20, 5, 30]",https://example.com/profile_146.jpg
147,147,현우,seongho97@example.org,32,남성,당진시,174,대졸,기타,흡연자,Magni accusamus esse vero reprehenderit atque culpa facere. Quod voluptatem repellendus laboriosam ad.,"[20, 30]",https://example.com/profile_147.jpg
148,148,동현,seonghobag@example.net,24,남성,김포시,182,대졸,불교,비흡연자,Ipsum est aliquam. Doloribus labore enim iure fugiat pariatur nostrum. Nobis unde illo culpa. Non suscipit quia veniam libero.,"[5, 15, 40, 15, 5, 30]",https://example.com/profile_148.jpg
149,149,명자,seoyeongsig@example.org,26,여성,용인시 수지구,158,대학원졸,기독교,비흡연자,"Quod soluta nesciunt a ut ullam. Rem voluptas esse officia ipsam similique placeat.
Nam dolorem doloremque voluptas.","[5, 30]",https://example.com/profile_149.jpg
150,150,병철,jieun51@example.net,31,여성,부천시 소사구,161,고졸,불교,흡연자,Alias sapiente nam quam. Sequi iure autem animi dolores ratione. Delectus quos ullam eius soluta.,"[30, 10, 30, 15, 5]",https://example.com/profile_150.jpg
