question_id,title,content,asker_name,asker_email,category,difficulty,likes,is_resolved,created_at
52,Accusamus reprehenderit numquam consequuntur delectus blanditiis optio.?,"Nemo eligendi rem esse illo dolor exercitationem. Eligendi est labore necessitatibus esse. Accusantium voluptatum ex deserunt maiores eaque dolores.
Ex optio non impedit nulla sed. Consequatur maiores omnis illum quos tempore magni.
Facere alias inventore facilis debitis. In earum ipsum beatae iure earum. Nobis animi quaerat delectus facilis totam vel ut.
Magnam itaque culpa. Aliquam praesentium necessitatibus incidunt nihil numquam.",김경자,ui@example.org,기술,초급,86,True,2024-06-02 09:28:22.128814
53,Harum suscipit eveniet sint sapiente voluptate.?,"Nihil fugiat eius accusamus voluptate aut occaecati eaque. Minima vitae voluptatem ut.
Minima atque magni eos assumenda tempora dolorum doloribus. Earum cumque aut.
Molestias mollitia at dolorem. Id nihil quasi earum nobis. Doloribus eveniet earum quod.
Ullam sapiente ea libero. Numquam aut ratione quibusdam soluta. Non nisi temporibus minima.
Reiciendis officiis et consequatur possimus. Nemo occaecati voluptates dignissimos. Modi laboriosam fugiat mollitia vel.",한진우,xo@example.com,취업,고급,80,False,2024-12-02 05:42:13.649217
54,Est dolorem suscipit quam delectus beatae.?,"Fuga esse possimus sint totam.
Veniam consequuntur iusto doloribus iste. Tempora assumenda nobis quaerat facilis nihil illum. Nemo possimus est veritatis laboriosam a soluta.
Ab voluptatum ab.
Adipisci eos commodi vitae perspiciatis.
Labore labore voluptate quibusdam. Laborum neque molestiae illo voluptatibus. Sint accusamus reprehenderit incidunt veritatis enim corrupti.",김진호,minjuni@example.net,취업,초급,76,True,2024-11-06 19:38:33.538323
55,Necessitatibus ratione iste odio.?,"Accusantium ullam totam vitae quam nemo totam. Tenetur quibusdam debitis commodi. Veritatis optio minima accusantium. Nam exercitationem corrupti tempore omnis nam.
Corporis provident laborum saepe omnis distinctio. Atque sunt animi officia. Quas impedit nobis.
Harum debitis soluta nihil. Quae et tempora molestias laborum.
Mollitia debitis inventore ullam. Enim omnis nesciunt ad. Quod reprehenderit in. Labore porro corporis saepe culpa magnam.",김지후,wo@example.org,생활,고급,99,False,2025-04-20 09:33:45.049559
56,Eius atque accusamus recusandae laudantium quod id sapiente doloremque.?,"Earum mollitia nostrum beatae harum. Enim atque quidem rem possimus occaecati earum autem. Ipsum at exercitationem facere neque iure.
Molestias temporibus modi nostrum alias mollitia illum officiis. Quaerat voluptatem at sunt ad. Non quia aperiam doloremque debitis pariatur.
Laborum dignissimos asperiores facere beatae consequuntur possimus. Est maiores qui aspernatur dolorem dolor. Repudiandae numquam veniam dolorum illo eius consectetur.",허영길,seongjin08@example.net,기술,고급,92,True,2024-11-14 23:25:24.799934
57,Earum ipsam modi quia assumenda laboriosam hic harum.?,"Ab ducimus saepe distinctio quod quis quam accusantium.
Sed architecto reiciendis adipisci laborum. Culpa ad nam ducimus deleniti repellendus. Itaque harum excepturi labore.
Temporibus saepe dolore dolorum.
Delectus fugiat omnis. Pariatur totam assumenda nulla dolore temporibus explicabo. Consequatur occaecati esse id cupiditate. Atque dolor qui voluptatum nam.",최민서,yeonghwan03@example.net,생활,초급,74,False,2025-03-16 06:43:25.104601
58,Reprehenderit quidem assumenda odio commodi aliquid.?,"Consectetur saepe dicta ipsum quisquam. Quasi voluptatibus dolores nesciunt in deserunt quisquam.
Inventore accusantium perspiciatis. Veritatis impedit sapiente veritatis quo. Exercitationem earum libero doloremque. Ut vel nobis error vero a.
Atque natus exercitationem excepturi molestiae ratione autem dolorem. Animi laborum exercitationem alias eveniet corporis vitae illum. Distinctio incidunt a nam itaque culpa fugit.",김경수,yeongja49@example.com,학습,고급,42,True,2024-12-01 10:35:39.621094
59,Assumenda asperiores ad itaque molestias ad modi fugiat reiciendis.?,"Sint animi debitis sint. Ducimus beatae mollitia dolores quibusdam.
Expedita maxime similique repellendus expedita dignissimos assumenda. Accusamus sequi id ipsam iusto. Delectus voluptates laudantium praesentium repudiandae nihil.
Quo voluptatibus saepe sint mollitia. Enim minus aut suscipit aliquam. Labore ea fuga.
Harum minima animi illum quos.
Modi porro eius non ab. Atque minima ab. Beatae libero voluptates corporis eaque voluptate.",신영호,jiai@example.net,기타,고급,9,True,2024-08-02 21:33:22.269660
60,Quis culpa commodi dolorum veniam error.?,"Repellat necessitatibus odit impedit at. Quis dolores harum amet rem.
Quia quibusdam iusto. Dolorem esse consequuntur fugit.
Facere id architecto velit.
Laborum soluta repudiandae ea ratione quam. Ex occaecati perspiciatis. Cum sequi molestias dolores consectetur minima.
Repellendus natus sint amet. Consectetur cupiditate doloribus eligendi similique.
Debitis natus sed esse dolorem a.
Doloremque et temporibus ratione enim expedita quaerat. Pariatur ea itaque voluptate tenetur temporibus.",이성훈,ban@example.org,건강,중급,33,False,2024-11-02 12:44:14.473093
61,Unde commodi adipisci quisquam cumque.?,"Quidem ut cupiditate tempora vel blanditiis totam adipisci. Ipsa est eius.
Praesentium accusamus quos quos excepturi culpa natus deleniti. Perspiciatis ipsa in maxime nobis rem. In ipsam facere facere doloribus esse adipisci nam.
Officia necessitatibus tenetur nostrum impedit autem veritatis culpa. Occaecati occaecati voluptatibus aliquam provident reprehenderit fuga. Nulla explicabo deleniti error ex ipsam provident.",한영수,yeonggilgim@example.com,건강,초급,63,True,2024-08-14 05:31:25.404005
62,Molestias distinctio expedita saepe dolorem itaque exercitationem consequuntur.?,"Beatae cupiditate voluptate pariatur corporis velit nostrum nam. Molestias vel vel quos quos enim.
Veritatis suscipit itaque. Itaque repellendus hic assumenda voluptate pariatur placeat.
Maiores optio asperiores culpa ullam dicta. Quibusdam est repudiandae fuga.
Sunt quam culpa odio voluptas voluptate. Corrupti consectetur perferendis iure voluptates. Nesciunt dolore cumque. Nisi at reprehenderit velit recusandae accusantium repellendus ex.",홍옥자,dson@example.net,학습,고급,38,True,2024-10-05 15:45:22.126877
63,Suscipit totam odio cum expedita aperiam harum quia consequatur.?,"Quidem dolor doloribus excepturi esse iure. Voluptas voluptatem accusamus architecto consectetur sapiente. Distinctio ex facilis consequuntur.
Maiores modi illo voluptate dignissimos fuga. Quas hic ut voluptatibus. Nemo reprehenderit commodi eum debitis ducimus.
Consequatur tenetur pariatur corporis eaque. Accusantium natus facere. Laudantium corrupti sapiente ea.
Animi exercitationem sapiente. Ipsum explicabo deserunt nobis facere iusto quam. Quod voluptatem cumque nesciunt magni.",박현준,ogsuncoe@example.com,기술,중급,96,True,2024-10-16 16:06:52.416930
64,Aliquid eveniet nisi quo aspernatur cum.?,"Voluptas veniam libero magni.
Corporis placeat molestiae adipisci. Excepturi sequi quidem laborum atque voluptates. Animi dolore nisi.
Earum accusamus libero doloremque officia. At odio vel et nostrum ullam vitae.
Ipsam nam sit voluptatem cum.
Labore temporibus sed exercitationem suscipit. Consequuntur error voluptatum voluptatem deleniti.",이준호,gyeongsu04@example.org,생활,중급,8,True,2024-08-15 15:59:31.439959
65,Nisi adipisci totam ipsum sit suscipit.?,"Quidem nam maxime natus. Corrupti in ullam amet.
Molestias ut numquam quo. Accusamus officia sed soluta.
Ullam nostrum ut illo. Hic dolore et mollitia a nihil. Quam possimus sed placeat nihil.
Neque sit vel hic. Error odit perspiciatis repellat fugiat aut.
Corrupti officia aliquam quod. Illo ut quisquam qui rerum earum.
Amet doloribus aliquid. Iste eius delectus dolore deserunt commodi atque veritatis.",최지현,caeweon28@example.com,학습,고급,81,True,2025-01-15 15:22:40.006494
66,Dignissimos dolore autem corrupti animi similique corporis itaque.?,"Modi ad nihil dolorum. Nesciunt nemo nostrum accusamus doloribus ipsum. Vel velit quibusdam quis.
Libero maxime voluptatibus enim excepturi recusandae. Itaque libero tenetur quo repudiandae.
Aperiam dolorum corrupti facere eos consequuntur. Exercitationem reiciendis totam cumque. Consectetur iusto architecto odit dignissimos rem.
Ullam quis culpa. Asperiores consequuntur architecto fugiat illo. Maiores consequuntur cumque similique incidunt.
Sit molestiae deleniti omnis iusto sed.",이예진,seojeongsig@example.net,취업,초급,49,True,2025-01-18 11:28:43.728466
67,Dicta placeat quo quae quam asperiores quas veritatis harum laborum voluptate.?,"Doloribus corrupti iusto consequuntur maxime sint voluptate tempora. Ut tenetur accusamus adipisci quas.
Est blanditiis veritatis numquam distinctio minus.
A sit voluptatum reiciendis. Facilis aliquam dolores vitae ratione.
Soluta eius repellat asperiores iste a. Nesciunt qui nisi officiis nisi neque aperiam reprehenderit.
Id doloribus ratione a sapiente. Cum eos reiciendis ipsam illo.",엄성진,gimyeweon@example.net,기술,초급,73,True,2025-05-18 01:45:12.496116
68,Consequatur hic quibusdam veritatis libero.?,"Deleniti expedita excepturi commodi sequi officiis architecto. Deserunt laudantium iste aperiam distinctio. Consequuntur quae exercitationem nobis.
Unde vel libero suscipit doloremque officiis a impedit. Nostrum at tempora temporibus facere.
A porro excepturi aut quae dignissimos doloremque. Alias quae nesciunt. Laboriosam inventore vitae amet nesciunt qui debitis dolor. Hic aliquam laborum temporibus.
Dolorem magnam similique molestiae. Nobis ducimus placeat asperiores cumque quidem.",서아름,songjieun@example.org,기타,초급,11,False,2024-08-05 09:44:12.841532
69,Rem veniam nobis fugit nemo voluptatum perferendis saepe minima.?,"Eveniet fugiat in maiores at ab. Delectus qui error. Culpa beatae velit ducimus nihil consectetur eligendi. Eligendi quidem magni saepe.
Nulla vel eum quisquam fugiat. Cum assumenda quae similique.
Similique dicta impedit unde voluptates fugiat quia. Quae voluptas laboriosam repudiandae similique. Perspiciatis modi quia deleniti nobis quod facere.
Quaerat officiis unde repellat rem ad tempora officia. Nobis cumque possimus eum sed vitae facilis. Minima quisquam assumenda.",오예은,seongminbag@example.com,건강,고급,15,True,2025-05-17 12:36:40.746383
70,Nemo quae omnis esse quod voluptate.?,"Fugit rem praesentium aperiam provident labore. Maiores rerum quae consequatur.
Hic quod animi blanditiis impedit incidunt vel. Nemo nesciunt sunt nisi iste rem delectus. Aliquam voluptatibus magni qui a quisquam dolore.
Dignissimos corrupti assumenda. Quod debitis optio quo laudantium porro tenetur beatae. Animi assumenda exercitationem autem accusamus.
Eum sapiente optio nobis voluptatum. Eveniet ipsa tempore at minima possimus odio.
Quidem maxime culpa dignissimos. Nemo placeat sequi fuga.",김민서,jiweoni@example.net,기타,초급,75,False,2025-03-18 10:04:02.920484
71,Natus provident natus nam temporibus repudiandae.?,"Aliquid modi expedita ea. Aperiam quidem ad blanditiis harum at ipsum. Quis neque corrupti provident.
Dicta earum pariatur sunt consectetur voluptates iste.
Laborum minus iusto iusto perferendis dicta quaerat. Quas necessitatibus voluptatum consequatur corrupti odio totam.
Quidem sapiente voluptatibus provident dignissimos nam nobis et. Temporibus ea rem recusandae sed ducimus suscipit. Earum odio officia voluptatum velit. Blanditiis officia impedit ad laudantium.",서하은,junyeongseo@example.net,생활,중급,6,False,2024-07-17 11:31:11.653123
72,Architecto esse quam cupiditate dolor ex fugiat.?,"Odit repellendus minima a hic labore. Amet vitae odio iure praesentium dolores quas.
Nisi doloremque maiores accusantium.
Esse fugiat sapiente quisquam pariatur magni occaecati alias. Fugiat culpa nisi nihil accusamus enim maxime. Laborum numquam a expedita enim quaerat expedita illum.
At repudiandae alias quos praesentium quos dolor. Voluptatum facere facilis voluptatem.
Minima blanditiis temporibus perferendis architecto dolorem. Nisi sapiente nostrum.",이영미,yujinseo@example.net,기타,중급,10,True,2024-12-10 08:21:27.879049
73,Quia maxime omnis culpa nulla quasi repudiandae soluta.?,"Expedita beatae accusamus velit ipsa cum. Optio veritatis sint assumenda.
Voluptate ex deleniti placeat. Rem corporis inventore reiciendis accusamus ea. Laudantium dolor ex nostrum asperiores aut.
Aperiam officiis quasi temporibus tempora. Suscipit delectus velit aspernatur commodi illo.
Recusandae quam eligendi maxime impedit velit. Pariatur suscipit soluta rerum.
Porro minus quo quos. Provident officiis dignissimos expedita. Ab voluptatum dolores sint illum aliquam.",김영일,donghyeon86@example.com,건강,고급,7,False,2024-07-14 02:05:17.008357
74,Corrupti porro quisquam quidem maiores et.?,"Quis excepturi perferendis necessitatibus adipisci.
Nisi illum veniam. Quam id repellat optio.
Reiciendis quibusdam praesentium ipsam cupiditate facere quam voluptates. Porro sit corporis quis voluptas omnis laboriosam. Corrupti praesentium possimus assumenda. Hic facere cupiditate ratione provident iure aperiam.
Incidunt officiis itaque molestias nostrum sapiente. Ex laboriosam magnam minima porro facilis similique.",윤지우,jinhoi@example.net,기술,초급,54,True,2024-09-03 14:50:17.962623
75,Sunt magni nemo saepe saepe harum architecto velit.?,"Veritatis laborum repudiandae error. Earum culpa aperiam cum dicta. Quaerat in odit harum.
Veritatis asperiores unde quia repudiandae libero dolore non. In animi dolorum assumenda alias error atque aut. Optio quas neque.
Autem officia pariatur corrupti labore odit unde. Earum cum beatae assumenda soluta tenetur. Itaque eveniet sed deleniti illo deleniti aperiam.
Culpa qui sit voluptas suscipit illum. Eos tempore libero omnis illo incidunt eum. In accusamus aspernatur accusamus quam autem.",이성민,cunjagim@example.com,기타,초급,13,False,2024-07-01 19:12:54.617801
76,Dolor esse veniam cupiditate quae occaecati.?,"Occaecati totam dolore mollitia dolores recusandae earum. Ipsa tempora totam molestias. Optio odit quae reprehenderit recusandae dolore.
Sit molestiae explicabo veniam repellat. Voluptatem minima quae vel. Rerum assumenda nisi animi.
Ipsa illum doloremque a officia laudantium laudantium. Delectus earum deleniti natus at. Quod rem ipsum sunt commodi blanditiis explicabo. Fugit cumque modi esse nam vero porro mollitia.",오재현,sunjagim@example.com,기타,중급,78,True,2025-02-21 01:01:29.852279
77,Neque reprehenderit qui suscipit animi odio molestias.?,"Delectus qui quaerat dolores vero. Dignissimos corrupti quos unde. Inventore reiciendis voluptatem laboriosam.
Adipisci laboriosam minus dicta itaque ex id. Consequuntur dolor similique.
Veritatis illo temporibus placeat adipisci tenetur nostrum. Debitis explicabo recusandae architecto qui harum ipsum. Consectetur odio officia non maiores fugit. Tenetur fugit suscipit doloribus quaerat.",황중수,icaeweon@example.org,생활,중급,70,True,2024-09-12 06:55:17.913920
78,Sapiente asperiores expedita est magnam reprehenderit assumenda iusto in voluptatem.?,"Perferendis doloribus repellendus accusantium. Blanditiis blanditiis repellendus fuga beatae. Tempora aspernatur repellendus impedit nulla.
Maxime natus ab nobis ut ab veniam. Nihil et suscipit harum expedita repellendus est.
Magnam quod illo nulla magnam provident. Voluptas sunt fuga atque. Maxime doloremque reiciendis mollitia error commodi itaque consequatur.
Omnis maiores incidunt quae. Omnis vel minima corporis. Vero modi delectus hic labore officiis vitae illo.",이수빈,yeongceolgim@example.net,취업,중급,72,True,2024-06-15 08:33:00.407571
79,Natus id blanditiis tenetur dolores officiis.?,"Possimus labore pariatur animi. Qui nostrum modi incidunt.
Tempore eum voluptatem tempore fugit repellat. Recusandae perferendis accusantium. Soluta dolore numquam consectetur placeat iste ratione quasi.
Nihil error accusamus. Reprehenderit voluptatibus veritatis et quas repudiandae non.
Rerum voluptatum adipisci officiis consectetur.
Perspiciatis sed dolorem voluptatibus nesciunt. Aut accusamus sunt nobis ex voluptatibus. Commodi distinctio esse praesentium harum consequatur est.",이영희,jangyeongsug@example.org,생활,고급,50,True,2024-06-09 12:16:50.255157
80,Eius maxime voluptatum officiis in repudiandae accusantium.?,"Nisi aspernatur cupiditate pariatur aperiam modi. Quod iure exercitationem sunt. Adipisci eaque aut nam blanditiis eius voluptatibus. Reiciendis nam ullam perferendis tempore aut praesentium.
Doloremque doloribus nihil dolore. Ab illo nisi repellendus explicabo. Quaerat harum doloremque voluptatum commodi non laborum voluptatum.
Perferendis fuga et. Qui voluptate quae veniam nihil. Adipisci quo blanditiis quas ipsam rem. Fuga adipisci sequi quae.",장명자,si@example.org,취업,초급,22,False,2025-04-27 17:06:23.219206
81,Ratione sequi quae reprehenderit similique nihil corrupti est quidem cumque.?,"Dicta possimus iusto sequi corporis mollitia nostrum. Eligendi debitis rerum dolore placeat. Magnam ex error mollitia.
Vero hic quam. Exercitationem id ad vitae.
Quam voluptatibus aliquid quas quibusdam ipsum.
Voluptatum deserunt dicta itaque. Maxime sequi fugiat. Eaque magnam laudantium soluta a unde.
Consequatur natus mollitia nemo ipsam facere beatae. Quasi quis vero quae nemo suscipit. Quam commodi explicabo quae asperiores.",심하은,gyeongja58@example.com,학습,중급,7,True,2025-04-05 02:38:01.669955
82,Perferendis minus deleniti provident nihil.?,"Incidunt doloremque sequi non. Doloribus in impedit quos numquam provident. Tempore soluta numquam.
Facilis blanditiis soluta. Quidem modi dolore consequuntur tempore. Nam nemo numquam.
Laborum doloribus reprehenderit.
Atque optio corrupti. Sit nobis in.
Earum illum officiis nihil. Ipsa dicta non mollitia repellat laboriosam. Laborum tenetur sint placeat.
Accusantium tenetur optio eveniet atque ut. Commodi dolor quaerat numquam vero corrupti error. Ipsum error quos sequi ad.",이정순,sanghunhan@example.com,학습,초급,73,True,2025-05-12 22:30:31.257894
83,Quo vitae amet aliquid debitis eligendi.?,"Ut fugit dicta sint veniam.
Dignissimos corporis quisquam rem. Sunt minima eius error harum enim saepe tempore.
Commodi excepturi fugiat nisi quibusdam. Sint amet fuga tenetur.
Nesciunt dolorem mollitia nam quidem nesciunt sunt. Ea voluptas ea consequatur inventore quia molestias impedit.
Assumenda eius neque adipisci. Voluptas eos molestiae perferendis. Atque consequuntur veniam odit necessitatibus.",박보람,gimseoyun@example.net,건강,중급,64,True,2025-01-15 22:54:21.421112
84,In cupiditate impedit quaerat quibusdam optio laborum sunt beatae.?,"Vitae alias voluptas eaque ea hic quod. Hic est quia voluptas minus consequuntur eius quod. Eligendi minima voluptatum aperiam quas cum pariatur.
Dolorum nostrum accusantium perferendis voluptates eligendi similique non. Laborum distinctio sequi perspiciatis quos fugit ducimus odit. Rem sunt vitae repellat ipsam vel rerum reiciendis. Sapiente a sint nulla iusto consequatur.
Et dolor facilis in. Rem veritatis fugit quaerat rerum accusantium maxime.",이영호,hseo@example.com,학습,중급,97,True,2025-02-04 13:39:40.722138
85,Architecto omnis maiores molestias vero cupiditate voluptate porro.?,"Cumque culpa asperiores voluptate quisquam molestias similique. Ratione quibusdam repudiandae voluptatem impedit voluptas animi. Voluptatibus deleniti quidem reprehenderit voluptatem commodi suscipit.
Consequuntur corrupti cum dolorem. Esse ipsam exercitationem eos provident eos voluptates. Saepe ea quod voluptatum nemo reiciendis.
Vitae ab corporis magni et dolores eaque. Vitae architecto doloremque eius voluptatibus nihil.",윤도윤,yeonghwangim@example.org,취업,중급,82,True,2024-12-07 08:48:21.761862
86,Laborum nostrum cumque dignissimos eligendi eaque dolorum esse.?,"Accusamus ipsum quod amet blanditiis expedita accusamus. Culpa consectetur consequuntur vero.
Consequuntur fugiat deleniti iure perspiciatis explicabo corporis. Repellendus architecto explicabo. Omnis nobis dignissimos porro dolorem fuga qui.
Aspernatur molestias exercitationem ipsum. Praesentium dolorum porro.
Quod numquam blanditiis nulla nihil quos id. Minus nam incidunt deleniti commodi vel qui.",강민서,bagminseo@example.org,기타,고급,30,True,2024-08-02 02:35:59.673410
87,Odio vel officia quasi id assumenda tempore.?,"Qui in odio deleniti. Quia quaerat pariatur illum ratione. Architecto cum molestiae cum fugiat facilis quidem explicabo.
Consectetur minima est quidem. Nihil corporis optio neque minima et aperiam quis. Necessitatibus dolore illo perspiciatis non pariatur temporibus expedita.
Molestiae sint voluptatibus soluta. Sapiente libero ut ab.
Quam accusantium atque. Accusamus veniam impedit repudiandae.
Error consequatur dolore esse atque. Velit porro ut molestias.",김성진,jeongsungim@example.org,학습,초급,83,True,2024-06-09 04:03:20.064835
88,Adipisci non quod error neque officiis est officia accusamus.?,"Necessitatibus rerum modi eius fugiat. Sit porro maiores aspernatur sunt.
Repellat asperiores earum exercitationem maxime nemo. Dolorum enim odio. Non officia voluptatibus at atque velit laborum.
Consequatur quod recusandae eligendi. Debitis expedita veniam porro architecto veniam adipisci.
Molestias maxime modi omnis deleniti cupiditate. Totam laudantium vel dolor autem.
Dignissimos sunt nihil expedita delectus. Alias fuga harum earum sunt sunt distinctio culpa.",문순자,hyeonsug47@example.org,취업,고급,45,True,2025-03-11 18:33:14.457701
89,Velit recusandae a eum ab quia dolores impedit hic aut.?,"Dignissimos quo perspiciatis quas. Perspiciatis eveniet maxime nemo. Eum possimus porro impedit ducimus fugit quis.
Fugiat inventore esse vero atque vitae. Neque corrupti amet praesentium.
Ex veniam delectus. Facere vitae eveniet corporis. Sunt veritatis repudiandae.
Quos reprehenderit eveniet vitae. Sint facere recusandae corrupti numquam ex laudantium accusamus. Deleniti aliquid aliquam accusantium cum unde.",강현주,gimseongsu@example.org,생활,중급,4,False,2025-01-23 16:42:57.403907
90,Veritatis voluptas hic ipsa eaque quidem.?,"Consequuntur sit beatae atque delectus dolores. Fugiat hic repellat debitis mollitia dolorum.
Excepturi excepturi nobis harum. Eos aperiam dolore ea molestias rerum. Deserunt excepturi unde non consequuntur necessitatibus atque a.
Magnam illo esse possimus ducimus sint. Repudiandae veniam earum iste omnis. Aut molestiae occaecati at.",박종수,gimseoyun@example.org,생활,고급,31,False,2025-01-28 22:33:25.954723
91,Unde nam dolores officiis eaque cupiditate unde distinctio atque fuga non.?,"Accusantium aperiam inventore ducimus et. Nesciunt ipsum totam nihil eveniet quos quasi.
Voluptates ipsum deleniti ipsum. Blanditiis porro repellendus eos voluptatibus molestiae.
Impedit harum occaecati omnis quae distinctio explicabo. Suscipit sequi tempore eveniet deleniti. Asperiores laboriosam rerum earum expedita error.
Cupiditate odit aliquam. Ullam enim ratione tempora molestias. Nesciunt dolor dolorum velit voluptatibus consectetur culpa vel.",이보람,yeonggilbag@example.com,취업,초급,50,False,2024-10-08 18:36:28.688000
92,Dicta harum explicabo reprehenderit velit.?,"Eligendi pariatur odio corrupti quo. Facere ipsam iusto doloremque. Reiciendis nesciunt modi laudantium impedit laborum.
Laboriosam harum suscipit perferendis. Nihil adipisci qui.
Commodi magnam suscipit maxime. Exercitationem asperiores fugiat. Quo numquam nulla illo repellat necessitatibus iure neque.
Occaecati voluptatum possimus tempore odio voluptatem.
Error aspernatur quas aspernatur neque. Enim mollitia natus error nostrum ad numquam repellendus. Molestias alias ipsum ex.",김미숙,ii@example.org,기술,초급,93,False,2025-02-15 23:46:25.308894
93,Unde repellat cupiditate corrupti harum quam tempore inventore.?,"Ad amet laboriosam incidunt.
Repellendus quae fugiat deleniti fugit.
Et officiis reprehenderit iure voluptatem architecto. Facilis dolorum minus inventore rem eos.
Ducimus iure vero. Repellendus blanditiis labore vero tenetur magnam enim. Ipsam voluptas facilis aut aspernatur nam.
Eaque quidem cupiditate facilis. Suscipit doloremque sint distinctio. Nam sint illo.
Ut minus atque voluptate maiores magni deserunt. Sed porro impedit. Nobis aspernatur eum libero.",권도현,yo@example.org,생활,고급,82,True,2024-09-22 22:38:26.397464
94,Quia ex culpa sint eius.?,"Deserunt quia corrupti laboriosam voluptas. Iusto inventore aperiam incidunt delectus tempore repudiandae deserunt.
Explicabo molestiae ut magnam incidunt. Assumenda omnis dolore assumenda. Iste laboriosam eius corporis animi.
Ipsum deleniti quaerat minima et. Magni consectetur enim dolor minus voluptas officia. Modi magnam placeat.
Incidunt dolore perspiciatis assumenda. Debitis ut laborum ut iure laudantium.
Accusamus architecto earum non magni dolorem ullam. Fugiat a tempora ea consectetur.",손서윤,heojieun@example.org,학습,고급,86,False,2024-08-11 02:24:35.992479
95,Expedita velit eaque ut fuga culpa animi.?,"Voluptatem ad facere repellendus debitis. Blanditiis ipsa officia nulla similique repudiandae consequatur. Doloribus occaecati officiis repellendus qui nam occaecati in. Maiores qui fuga consequuntur quae natus provident cum.
Quae reiciendis rerum dolorem perspiciatis nobis consequatur. Et voluptates similique.
Nesciunt modi repellat officiis facilis facilis ad. Fuga nam assumenda iste unde sapiente. Nulla provident dignissimos cumque ut omnis.",이은경,eommyeongja@example.com,취업,고급,34,False,2024-11-09 06:15:35.850072
96,Excepturi aut odio recusandae unde porro nobis facere incidunt consequuntur.?,"Quam aliquam ipsam tenetur odio laboriosam eum.
Vitae error deserunt maxime non.
Id corporis vel praesentium. Temporibus officia natus doloremque facilis. Nam nesciunt reprehenderit nam culpa amet ullam.
Ex reiciendis aperiam consequuntur veniam ea. Distinctio cupiditate possimus ratione. Necessitatibus odit delectus.
Repellendus a ullam fuga dolore cum ducimus. Aliquid dolore cumque eligendi nam tempore. Quisquam modi maxime magnam incidunt tenetur. Ex doloribus molestiae ut facere iusto.",김은경,yuncaeweon@example.org,취업,중급,87,False,2024-09-13 22:11:10.370149
97,Modi cupiditate eveniet fugit officiis ad adipisci.?,"Iusto fugiat nulla maxime tempore soluta facere. Aperiam libero earum.
Reiciendis sit at voluptates qui tempora minima. Quaerat tempore qui eveniet.
Labore cum accusantium ex.
Nisi laborum ducimus repellendus vero. Sunt numquam dolorem esse.
Placeat velit ea reiciendis suscipit optio. Asperiores minus doloremque enim temporibus. Esse laboriosam sequi amet veritatis aspernatur aperiam.",이진호,nson@example.org,취업,초급,62,True,2025-05-14 07:14:15.296550
98,Sed ipsa porro eos natus perspiciatis molestiae.?,"Eius deserunt occaecati consequatur. Laborum ipsa placeat reiciendis.
Magnam hic nobis sapiente harum quibusdam. A officiis nobis odio laborum nostrum deserunt. Eum magnam aspernatur vel dolore facere.
Minus quam qui officia suscipit culpa quo minus. Facere ut natus accusamus saepe veritatis. Possimus quos nemo necessitatibus.
Quam ipsum amet fugiat. Ipsa facilis velit quod eos minus animi.
Perspiciatis illum esse quidem esse ut vero quod. Itaque praesentium et ratione molestias impedit nemo.",나춘자,eunyeong55@example.net,취업,고급,50,True,2024-08-07 15:24:51.178515
99,Debitis quisquam temporibus ea repudiandae consequatur.?,"Aut fugiat eius corporis dolorum. Atque sint placeat eveniet labore voluptates.
Magni aliquam ab delectus. Accusantium nam dolorum facere.
Maiores voluptates veritatis vel. Veritatis minus tenetur labore qui.
Incidunt explicabo omnis natus nulla velit explicabo. Atque quis voluptatum laborum doloribus iste laudantium quam. Architecto esse maxime eius rerum nostrum repellendus.
Et id deleniti perspiciatis iure veniam. Facere ipsa molestiae officia nemo incidunt accusantium.",이준영,di@example.org,취업,고급,60,True,2024-12-02 01:44:02.251147
100,Exercitationem aliquid dolor asperiores voluptas accusantium.?,"Consectetur optio at. Laboriosam laboriosam nostrum fuga nesciunt perferendis. Facere temporibus similique.
Neque occaecati cumque corrupti. Expedita aliquam voluptates quo. Similique dicta temporibus.
Eligendi quidem non dolorem ipsam praesentium. Nobis odit hic error.
Temporibus perferendis saepe recusandae. Maiores sapiente odit quos.
Sint quas praesentium repellendus. Aperiam necessitatibus dolorem. Provident sint assumenda autem ex placeat.
Repellendus asperiores in tempore sed.",안재호,bagyeonggil@example.com,취업,중급,73,False,2024-08-17 13:24:06.710402
101,Accusamus aut possimus corporis officia fugiat sequi animi blanditiis.?,"Odio exercitationem vero aperiam saepe amet ullam illum. Commodi repellat natus ipsam.
Cumque error nemo accusantium tenetur temporibus porro facere. Rerum quaerat magnam eveniet fuga aperiam quae. Explicabo commodi corporis porro dignissimos.
Consectetur cupiditate ipsa. Laudantium autem numquam distinctio fuga vel aspernatur. Vitae corporis pariatur voluptate dignissimos.",이서영,ucunja@example.org,기타,중급,39,False,2025-01-26 09:03:51.757199
